,config,scene,role,cmd_mode,cmd,role rec method,cmd rec method,stamp,object id,object class,estimated role,estimated command
151,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996495.508701,0,person,pedestrian,none
152,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996496.4420369,0,person,pedestrian,none
153,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996497.5421824,0,person,pedestrian,none
154,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996498.5088396,0,person,pedestrian,none
155,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996499.60885,0,person,pedestrian,none
156,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996500.542172,0,person,pedestrian,none
157,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996501.5088384,0,person,pedestrian,none
158,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996502.4754968,0,person,pedestrian,none
159,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996503.4755065,0,person,pedestrian,none
160,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996504.5756254,0,person,pedestrian,none
161,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996505.542315,0,person,pedestrian,none
162,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996506.57564,0,person,pedestrian,none
163,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996507.5089612,0,person,pedestrian,none
164,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996508.5422983,0,person,pedestrian,none
165,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996509.5090322,0,person,pedestrian,none
166,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996510.4756224,0,person,pedestrian,none
167,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996511.5089643,0,person,pedestrian,none
168,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996512.44247,0,person,supervisor,none
169,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996513.4758022,0,person,pedestrian,none
170,config/exp2_cfgs/exp2_vis_role_ar_cmd.yaml,lab,supervisor,gest_verb,advance,visual,artag,1720996514.5091317,0,person,pedestrian,none
