,scene,role,cmd_mode,cmd,scene_estimation_mode,n_audio_updates,n_visual_updates,scene_est,scene_conf
25482,campus,teammate,gest_verb,attention,fused,7,8,campus,0.9152344569986355
25483,campus,teammate,gest_verb,attention,audio,7,8,campus,0.9152838216080236
25484,campus,teammate,gest_verb,attention,clip,7,9,courtyard,0.5001849325236517
25485,campus,teammate,gest_verb,attention,fused,7,9,campus,0.9152280060586276
25486,campus,teammate,gest_verb,attention,audio,8,9,campus,0.9436938369847819
25487,campus,teammate,gest_verb,attention,fused,8,9,campus,0.9436549431894218
25488,campus,teammate,gest_verb,attention,audio,9,9,campus,0.8804903917865771
25489,campus,teammate,gest_verb,attention,fused,9,9,campus,0.880413443109004
25490,campus,teammate,gest_verb,attention,fused,9,10,campus,0.8804044161828779
25491,campus,teammate,gest_verb,attention,clip,9,10,courtyard,0.5002063691527855
25492,campus,teammate,gest_verb,attention,audio,10,10,campus,0.9176387987965827
25493,campus,teammate,gest_verb,attention,fused,10,10,campus,0.9175764922947229
25494,campus,teammate,gest_verb,attention,clip,10,11,courtyard,0.500227269491452
25495,campus,teammate,gest_verb,attention,fused,10,11,campus,0.9175701694238877
25496,campus,teammate,gest_verb,attention,clip,10,12,courtyard,0.5002512080978357
25497,campus,teammate,gest_verb,attention,fused,10,12,campus,0.9175629267480268
25498,campus,teammate,gest_verb,attention,audio,11,12,campus,0.944023503320739
25499,campus,teammate,gest_verb,attention,fused,11,12,campus,0.9439703952436308
25500,campus,teammate,gest_verb,attention,clip,11,13,courtyard,0.5002693382978048
25501,campus,teammate,gest_verb,attention,fused,11,13,campus,0.9439665594746748
25502,campus,teammate,gest_verb,attention,audio,12,13,campus,0.9623797498856258
25503,campus,teammate,gest_verb,attention,fused,12,13,campus,0.9623407262019967
25504,campus,teammate,gest_verb,attention,clip,12,14,courtyard,0.5002906275240221
25505,campus,teammate,gest_verb,attention,fused,12,14,campus,0.9623376399037761
25506,campus,teammate,gest_verb,attention,audio,13,14,campus,0.9747894899456351
25507,campus,teammate,gest_verb,attention,fused,13,14,campus,0.9747609056765761
25508,campus,teammate,gest_verb,attention,audio,14,14,campus,0.983249518469437
25509,campus,teammate,gest_verb,attention,fused,14,14,campus,0.9832303612895897
25510,campus,teammate,gest_verb,attention,clip,14,15,courtyard,0.5003129477714703
25511,campus,teammate,gest_verb,attention,fused,14,15,campus,0.9832288891232762
25512,campus,teammate,gest_verb,attention,audio,15,15,campus,0.9887969403476288
25513,campus,teammate,gest_verb,attention,fused,15,15,campus,0.9887830650790636
25514,campus,teammate,gest_verb,attention,fused,15,16,campus,0.9887821048105022
25515,campus,teammate,gest_verb,attention,clip,15,16,courtyard,0.5003345918419441
25516,campus,teammate,gest_verb,attention,audio,16,16,campus,0.9925796712258084
25517,campus,teammate,gest_verb,attention,fused,16,16,campus,0.9925698072894047
25518,campus,teammate,gest_verb,attention,clip,16,17,courtyard,0.5003564923350683
25519,campus,teammate,gest_verb,attention,fused,16,17,campus,0.9925691611979891
25520,campus,teammate,gest_verb,attention,audio,17,17,campus,0.9946426496507069
25521,campus,teammate,gest_verb,attention,fused,17,17,campus,0.9946350457970737
25522,campus,teammate,gest_verb,attention,fused,17,18,campus,0.9946345876626111
25523,campus,teammate,gest_verb,attention,clip,17,18,courtyard,0.5003779550431001
25524,campus,teammate,gest_verb,attention,audio,18,18,campus,0.9964580931370581
25525,campus,teammate,gest_verb,attention,fused,18,18,campus,0.9964527533689655
25526,campus,teammate,gest_verb,attention,clip,18,19,courtyard,0.500397294774249
25527,campus,teammate,gest_verb,attention,fused,18,19,campus,0.996452479920519
25528,campus,teammate,gest_verb,attention,audio,19,19,campus,0.9976507907985036
25529,campus,teammate,gest_verb,attention,fused,19,19,campus,0.9976470633067721
25530,campus,teammate,gest_verb,attention,clip,19,20,courtyard,0.5004183963652471
25531,campus,teammate,gest_verb,attention,fused,19,20,campus,0.9976468651627862
25532,campus,teammate,gest_verb,attention,clip,19,21,courtyard,0.5004407157615688
25533,campus,teammate,gest_verb,attention,fused,19,21,campus,0.9976466555654752
25534,campus,teammate,gest_verb,attention,audio,20,21,campus,0.9984456538218416
25535,campus,teammate,gest_verb,attention,fused,20,21,campus,0.9984429155753923
25536,campus,teammate,gest_verb,attention,fused,21,21,campus,0.9989734576245488
25537,campus,teammate,gest_verb,attention,audio,21,21,campus,0.9989752638317025
25538,campus,teammate,gest_verb,attention,fused,21,22,campus,0.9989733824819914
25539,campus,teammate,gest_verb,attention,clip,21,22,courtyard,0.500459033798035
25540,campus,teammate,gest_verb,attention,audio,22,22,campus,0.9993145613108942
25541,campus,teammate,gest_verb,attention,fused,22,22,campus,0.999313302461335
25542,campus,teammate,gest_verb,attention,fused,22,23,campus,0.9993132353276215
25543,campus,teammate,gest_verb,attention,clip,22,23,courtyard,0.5004834901637712
25544,campus,teammate,gest_verb,attention,audio,23,23,campus,0.9995398662506225
25545,campus,teammate,gest_verb,attention,fused,23,23,campus,0.9995389759193787
25546,campus,teammate,gest_verb,attention,fused,23,24,campus,0.9995389407421711
25547,campus,teammate,gest_verb,attention,clip,23,24,courtyard,0.500502573796203
25548,campus,teammate,gest_verb,attention,audio,24,24,campus,0.999696947723309
25549,campus,teammate,gest_verb,attention,fused,24,24,campus,0.9996963380709841
25550,campus,teammate,gest_verb,attention,clip,24,25,courtyard,0.500523092212705
25551,campus,teammate,gest_verb,attention,fused,24,25,campus,0.9996963131548564
25552,campus,teammate,gest_verb,attention,audio,25,25,campus,0.99980053738827
25553,campus,teammate,gest_verb,attention,fused,25,25,campus,0.99980011968534
25554,campus,teammate,gest_verb,attention,audio,26,25,campus,0.9998686908546436
25555,campus,teammate,gest_verb,attention,fused,26,25,campus,0.999868415855931
25556,campus,teammate,gest_verb,attention,fused,26,26,campus,0.9998684053422281
25557,campus,teammate,gest_verb,attention,clip,26,26,courtyard,0.5005430692672348
25558,campus,teammate,gest_verb,attention,clip,26,27,courtyard,0.5005618884033318
25559,campus,teammate,gest_verb,attention,fused,26,27,campus,0.9998683954371558
25560,campus,teammate,gest_verb,attention,audio,27,27,campus,0.9999066214706019
25561,campus,teammate,gest_verb,attention,fused,27,27,campus,0.9999064113808985
25562,campus,teammate,gest_verb,attention,audio,28,27,campus,0.9999385291302215
25563,campus,teammate,gest_verb,attention,fused,28,27,campus,0.9999383908242329
25564,campus,teammate,gest_verb,attention,fused,28,28,campus,0.9999383857613809
25565,campus,teammate,gest_verb,attention,clip,28,28,courtyard,0.5005824330264909
25566,campus,teammate,artag,move-in-reverse,clip,0,1,courtyard,0.42794085678642474
25567,campus,teammate,artag,move-in-reverse,fused,0,1,courtyard,0.42794085678642474
25568,campus,teammate,artag,move-in-reverse,fused,1,1,campus,0.5951075307343946
25569,campus,teammate,artag,move-in-reverse,audio,1,1,campus,0.5640124253083698
25570,campus,teammate,artag,move-in-reverse,audio,2,1,campus,0.6928964967511116
25571,campus,teammate,artag,move-in-reverse,fused,2,1,campus,0.6960874285184694
25572,campus,teammate,artag,move-in-reverse,clip,2,2,courtyard,0.48489201272306603
25573,campus,teammate,artag,move-in-reverse,fused,2,2,campus,0.6966582523732766
25574,campus,teammate,artag,move-in-reverse,audio,3,2,campus,0.773414706092675
25575,campus,teammate,artag,move-in-reverse,fused,3,2,campus,0.7738984741894234
25576,campus,teammate,artag,move-in-reverse,fused,3,3,campus,0.77390421301785
25577,campus,teammate,artag,move-in-reverse,clip,3,3,courtyard,0.49795244716502524
25578,campus,teammate,artag,move-in-reverse,audio,4,3,campus,0.837995565111236
25579,campus,teammate,artag,move-in-reverse,fused,4,3,campus,0.8380446885399724
25580,campus,teammate,artag,move-in-reverse,clip,4,4,courtyard,0.4997263305861758
25581,campus,teammate,artag,move-in-reverse,fused,4,4,campus,0.8380368676710155
25582,campus,teammate,artag,move-in-reverse,audio,5,4,campus,0.8867877300339502
25583,campus,teammate,artag,move-in-reverse,fused,5,4,campus,0.8867819999053668
25584,campus,teammate,artag,move-in-reverse,clip,5,5,courtyard,0.4999310346205861
25585,campus,teammate,artag,move-in-reverse,fused,5,5,campus,0.8867876544811516
25586,campus,teammate,artag,move-in-reverse,audio,6,5,campus,0.920913201560428
25587,campus,teammate,artag,move-in-reverse,fused,6,5,campus,0.9209096904583642
25588,campus,teammate,artag,move-in-reverse,clip,6,6,courtyard,0.5000159805369141
25589,campus,teammate,artag,move-in-reverse,fused,6,6,campus,0.9209055840217464
25590,campus,teammate,artag,move-in-reverse,audio,7,6,campus,0.9451213740121815
25591,campus,teammate,artag,move-in-reverse,fused,7,6,campus,0.9451155572408064
25592,campus,teammate,artag,move-in-reverse,clip,7,7,courtyard,0.5000135347171316
25593,campus,teammate,artag,move-in-reverse,fused,7,7,campus,0.945118245012866
25594,campus,teammate,artag,move-in-reverse,fused,8,7,campus,0.9603058065288029
25595,campus,teammate,artag,move-in-reverse,audio,8,7,campus,0.9603081547006183
25596,campus,teammate,artag,move-in-reverse,clip,8,8,campus,0.5000121410229795
25597,campus,teammate,artag,move-in-reverse,fused,8,8,campus,0.9603100832220494
25598,campus,teammate,artag,move-in-reverse,audio,9,8,campus,0.9734784220329048
25599,campus,teammate,artag,move-in-reverse,fused,9,8,campus,0.9734797186618153
25600,campus,teammate,artag,move-in-reverse,clip,9,9,campus,0.5000209440367975
25601,campus,teammate,artag,move-in-reverse,fused,9,9,campus,0.9734805931713003
25602,campus,teammate,artag,move-in-reverse,audio,10,9,campus,0.9823027055791873
25603,campus,teammate,artag,move-in-reverse,fused,10,9,campus,0.9823041666289052
25604,campus,teammate,artag,move-in-reverse,clip,10,10,campus,0.5000215843412745
25605,campus,teammate,artag,move-in-reverse,fused,10,10,campus,0.9823042075575763
25606,campus,teammate,artag,move-in-reverse,audio,11,10,campus,0.9882699914358742
25607,campus,teammate,artag,move-in-reverse,fused,11,10,campus,0.9882709929350179
25608,campus,teammate,artag,move-in-reverse,clip,11,11,campus,0.500021902652464
25609,campus,teammate,artag,move-in-reverse,fused,11,11,campus,0.9882710071433468
25610,campus,teammate,artag,move-in-reverse,audio,12,11,campus,0.9776918665177248
25611,campus,teammate,artag,move-in-reverse,fused,12,11,campus,0.9776937775183934
25612,campus,teammate,artag,move-in-reverse,clip,12,12,campus,0.500006373065265
25613,campus,teammate,artag,move-in-reverse,fused,12,12,campus,0.9776924225637389
25614,campus,teammate,artag,move-in-reverse,audio,13,12,campus,0.9852020344501812
25615,campus,teammate,artag,move-in-reverse,fused,13,12,campus,0.9852024061190184
25616,campus,teammate,artag,move-in-reverse,clip,13,13,campus,0.5000259084665606
25617,campus,teammate,artag,move-in-reverse,fused,13,13,campus,0.9852035452575165
25618,campus,teammate,artag,move-in-reverse,audio,14,13,campus,0.9900501681261897
25619,campus,teammate,artag,move-in-reverse,fused,14,13,campus,0.9900511889575234
25620,campus,teammate,artag,move-in-reverse,clip,14,14,campus,0.5000253758386674
25621,campus,teammate,artag,move-in-reverse,fused,14,14,campus,0.9900511679698164
25622,campus,teammate,artag,move-in-reverse,fused,15,14,campus,0.9932822666983792
25623,campus,teammate,artag,move-in-reverse,audio,15,14,campus,0.9932815893722257
25624,campus,teammate,artag,move-in-reverse,audio,16,14,campus,0.9952928973833238
25625,campus,teammate,artag,move-in-reverse,fused,16,14,campus,0.9952933728974099
25626,campus,teammate,artag,move-in-reverse,clip,16,15,campus,0.5000020949618897
25627,campus,teammate,artag,move-in-reverse,fused,16,15,campus,0.9952929366423277
25628,campus,teammate,artag,move-in-reverse,fused,17,15,campus,0.9966208834148016
25629,campus,teammate,artag,move-in-reverse,audio,17,15,campus,0.9966208551938642
25630,campus,teammate,artag,move-in-reverse,clip,17,16,campus,0.5000026991607225
25631,campus,teammate,artag,move-in-reverse,fused,17,16,campus,0.9966208915538125
25632,campus,teammate,artag,move-in-reverse,audio,18,16,campus,0.9961523577459154
25633,campus,teammate,artag,move-in-reverse,fused,18,16,campus,0.9961523991274827
25634,campus,teammate,artag,move-in-reverse,fused,18,17,campus,0.9961524685360342
25635,campus,teammate,artag,move-in-reverse,clip,18,17,campus,0.5000072264799701
25636,campus,teammate,artag,move-in-reverse,audio,19,17,campus,0.9974003672739788
25637,campus,teammate,artag,move-in-reverse,fused,19,17,campus,0.9974004422223289
25638,campus,teammate,artag,move-in-reverse,clip,19,18,courtyard,0.5000093726503977
25639,campus,teammate,artag,move-in-reverse,fused,19,18,campus,0.9974002700637361
25640,campus,teammate,artag,move-in-reverse,audio,20,18,campus,0.9980482083742436
25641,campus,teammate,artag,move-in-reverse,fused,20,18,campus,0.9980481353418575
25642,campus,teammate,artag,move-in-reverse,clip,20,19,campus,0.5001464505656171
25643,campus,teammate,artag,move-in-reverse,fused,20,19,campus,0.9980493491737485
25644,campus,teammate,artag,move-in-reverse,audio,21,19,campus,0.9969305284867421
25645,campus,teammate,artag,move-in-reverse,fused,21,19,campus,0.9969323205491973
25646,campus,teammate,artag,move-in-reverse,clip,21,20,campus,0.5005361010317256
25647,campus,teammate,artag,move-in-reverse,fused,21,20,campus,0.9969370834851493
25648,campus,teammate,artag,move-in-reverse,audio,22,20,campus,0.997864779940476
25649,campus,teammate,artag,move-in-reverse,fused,22,20,campus,0.9978693440657256
25650,campus,teammate,artag,move-in-reverse,clip,22,21,campus,0.5005111727810448
25651,campus,teammate,artag,move-in-reverse,fused,22,21,campus,0.9978691320535337
25652,campus,teammate,artag,move-in-reverse,audio,23,21,campus,0.998339466962399
25653,campus,teammate,artag,move-in-reverse,fused,23,21,campus,0.9983428531512345
25654,campus,teammate,artag,move-in-reverse,clip,23,22,campus,0.5005216121529412
25655,campus,teammate,artag,move-in-reverse,fused,23,22,campus,0.9983429222334879
25656,campus,teammate,artag,move-in-reverse,audio,24,22,campus,0.9988964579789344
25657,campus,teammate,artag,move-in-reverse,fused,24,22,campus,0.9988987555301936
25658,campus,teammate,artag,move-in-reverse,clip,24,23,campus,0.5005206992563767
25659,campus,teammate,artag,move-in-reverse,fused,24,23,campus,0.9988987515133211
25660,campus,teammate,artag,move-in-reverse,audio,25,23,campus,0.9992674058469885
25661,campus,teammate,artag,move-in-reverse,fused,25,23,campus,0.9992689289902111
25662,campus,teammate,artag,move-in-reverse,clip,25,24,campus,0.5005581358913642
25663,campus,teammate,artag,move-in-reverse,fused,25,24,campus,0.9992690383774799
25664,campus,teammate,artag,move-in-reverse,audio,26,24,campus,0.9995099165024088
25665,campus,teammate,artag,move-in-reverse,fused,26,24,campus,0.9995110088807555
25666,campus,teammate,artag,move-in-reverse,clip,26,25,campus,0.5006877542072394
25667,campus,teammate,artag,move-in-reverse,fused,26,25,campus,0.9995112622203819
25668,campus,teammate,artag,move-in-reverse,audio,27,25,campus,0.9996737644265624
25669,campus,teammate,artag,move-in-reverse,fused,27,25,campus,0.9996746603817356
25670,campus,teammate,artag,move-in-reverse,clip,27,26,campus,0.5007283809804208
25671,campus,teammate,artag,move-in-reverse,fused,27,26,campus,0.9996747132303451
25672,campus,teammate,artag,move-in-reverse,audio,28,26,campus,0.9997759203040979
25673,campus,teammate,artag,move-in-reverse,fused,28,26,campus,0.9997765720703166
25674,campus,teammate,artag,move-in-reverse,clip,28,27,campus,0.5007032550344367
25675,campus,teammate,artag,move-in-reverse,fused,28,27,campus,0.9997765496188076
25676,campus,teammate,artag,move-in-reverse,audio,29,27,campus,0.9998515461801749
25677,campus,teammate,artag,move-in-reverse,fused,29,27,campus,0.9998519631354871
25678,campus,teammate,artag,move-in-reverse,clip,29,28,campus,0.5006837500099861
25679,campus,teammate,artag,move-in-reverse,fused,29,28,campus,0.9998519515868737
25680,campus,teammate,artag,move-in-reverse,audio,30,28,campus,0.9999005623513083
25681,campus,teammate,artag,move-in-reverse,fused,30,28,campus,0.9999008339149488
25682,campus,teammate,artag,move-forward,audio,1,0,campus,0.5338571996665412
25683,campus,teammate,artag,move-forward,fused,1,0,campus,0.5338571996665412
25684,campus,teammate,artag,move-forward,audio,2,0,campus,0.6805678012099109
25685,campus,teammate,artag,move-forward,fused,2,0,campus,0.6805678012099109
25686,campus,teammate,artag,move-forward,clip,2,1,courtyard,0.4374451609074332
25687,campus,teammate,artag,move-forward,fused,2,1,campus,0.6866263437284726
25688,campus,teammate,artag,move-forward,audio,3,1,campus,0.7555693378295695
25689,campus,teammate,artag,move-forward,fused,3,1,campus,0.7565728671451515
25690,campus,teammate,artag,move-forward,fused,3,2,campus,0.7568013078885407
25691,campus,teammate,artag,move-forward,clip,3,2,courtyard,0.48972783029788874
25692,campus,teammate,artag,move-forward,audio,4,2,campus,0.8251704808241095
25693,campus,teammate,artag,move-forward,fused,4,2,campus,0.8252673213744091
25694,campus,teammate,artag,move-forward,clip,4,3,courtyard,0.49797846073339874
25695,campus,teammate,artag,move-forward,fused,4,3,campus,0.8252598839466272
25696,campus,teammate,artag,move-forward,audio,5,3,campus,0.877494934441413
25697,campus,teammate,artag,move-forward,fused,5,3,campus,0.877481344701469
25698,campus,teammate,artag,move-forward,clip,5,4,courtyard,0.4996107109606534
25699,campus,teammate,artag,move-forward,fused,5,4,campus,0.8774671369106516
25700,campus,teammate,artag,move-forward,audio,6,4,campus,0.9125737908607099
25701,campus,teammate,artag,move-forward,fused,6,4,campus,0.912545800315538
25702,campus,teammate,artag,move-forward,fused,6,5,campus,0.912537867618145
25703,campus,teammate,artag,move-forward,clip,6,5,courtyard,0.5000115962868987
25704,campus,teammate,artag,move-forward,fused,7,5,campus,0.9404913183577052
25705,campus,teammate,artag,move-forward,audio,7,5,campus,0.9405175386666046
25706,campus,teammate,artag,move-forward,fused,7,6,campus,0.940488244721442
25707,campus,teammate,artag,move-forward,clip,7,6,courtyard,0.5001124002347284
25708,campus,teammate,artag,move-forward,audio,8,6,campus,0.9600331952525101
25709,campus,teammate,artag,move-forward,fused,8,6,campus,0.9600130109944434
25710,campus,teammate,artag,move-forward,fused,8,7,campus,0.9600099561433032
25711,campus,teammate,artag,move-forward,clip,8,7,courtyard,0.5001490394611231
25712,campus,teammate,artag,move-forward,audio,9,7,campus,0.9733198823345139
25713,campus,teammate,artag,move-forward,fused,9,7,campus,0.9733041451430101
25714,campus,teammate,artag,move-forward,fused,9,8,campus,0.9733023301726038
25715,campus,teammate,artag,move-forward,clip,9,8,courtyard,0.5001686231747493
25716,campus,teammate,artag,move-forward,audio,10,8,campus,0.9822800608609608
25717,campus,teammate,artag,move-forward,fused,10,8,campus,0.9822682950846344
25718,campus,teammate,artag,move-forward,clip,10,9,courtyard,0.5001886418832966
25719,campus,teammate,artag,move-forward,fused,10,9,campus,0.9822669187987927
25720,campus,teammate,artag,move-forward,audio,11,9,campus,0.9871987749079042
25721,campus,teammate,artag,move-forward,fused,11,9,campus,0.9871892331763081
25722,campus,teammate,artag,move-forward,clip,11,10,courtyard,0.5002069829765964
25723,campus,teammate,artag,move-forward,fused,11,10,campus,0.9871883072152103
25724,campus,teammate,artag,move-forward,audio,12,10,campus,0.9914626014990818
25725,campus,teammate,artag,move-forward,fused,12,10,campus,0.9914555901899638
25726,campus,teammate,artag,move-forward,clip,12,11,courtyard,0.5002280812034119
25727,campus,teammate,artag,move-forward,fused,12,11,campus,0.9914548755733209
25728,campus,teammate,artag,move-forward,audio,13,11,campus,0.9943192280807324
25729,campus,teammate,artag,move-forward,fused,13,11,campus,0.9943140724348232
25730,campus,teammate,artag,move-forward,clip,13,12,courtyard,0.5002126927816587
25731,campus,teammate,artag,move-forward,fused,13,12,campus,0.9943144204670499
25732,campus,teammate,artag,move-forward,audio,14,12,campus,0.9961487455240037
25733,campus,teammate,artag,move-forward,fused,14,12,campus,0.9961454802210955
25734,campus,teammate,artag,move-forward,clip,14,13,courtyard,0.5002068994205833
25735,campus,teammate,artag,move-forward,fused,14,13,campus,0.9961455692041762
25736,campus,teammate,artag,move-forward,fused,15,13,campus,0.9890533336331903
25737,campus,teammate,artag,move-forward,audio,15,13,campus,0.9890622902770415
25738,campus,teammate,artag,move-forward,fused,15,14,campus,0.9890543149264109
25739,campus,teammate,artag,move-forward,clip,15,14,courtyard,0.5001842396820793
25740,campus,teammate,artag,move-forward,fused,16,14,campus,0.9927662669511148
25741,campus,teammate,artag,move-forward,audio,16,14,campus,0.9927715574301974
25742,campus,teammate,artag,move-forward,audio,17,14,campus,0.9951778441660399
25743,campus,teammate,artag,move-forward,fused,17,14,campus,0.995174306281535
25744,campus,teammate,artag,move-forward,fused,17,15,campus,0.9951740074968981
25745,campus,teammate,artag,move-forward,clip,17,15,courtyard,0.5001997931137128
25746,campus,teammate,artag,move-forward,audio,18,15,campus,0.9968194697762439
25747,campus,teammate,artag,move-forward,fused,18,15,campus,0.996816935061924
25748,campus,teammate,artag,move-forward,clip,18,16,courtyard,0.5002224786234765
25749,campus,teammate,artag,move-forward,fused,18,16,campus,0.9968166471304989
25750,campus,teammate,artag,move-forward,fused,19,16,campus,0.9978956493255011
25751,campus,teammate,artag,move-forward,audio,19,16,campus,0.9978975172492213
25752,campus,teammate,artag,move-forward,clip,19,17,courtyard,0.5002537931495378
25753,campus,teammate,artag,move-forward,fused,19,17,campus,0.9978953862767427
25754,campus,teammate,artag,move-forward,fused,20,17,campus,0.9959960985237849
25755,campus,teammate,artag,move-forward,audio,20,17,campus,0.9960001448629691
25756,campus,teammate,artag,move-forward,clip,20,18,courtyard,0.5001795237883055
25757,campus,teammate,artag,move-forward,fused,20,18,campus,0.9959972830557665
25758,campus,teammate,artag,move-forward,fused,21,18,campus,0.9954772933805958
25759,campus,teammate,artag,move-forward,audio,21,18,campus,0.9954805252758444
25760,campus,teammate,artag,move-forward,clip,21,19,courtyard,0.5001551671194607
25761,campus,teammate,artag,move-forward,fused,21,19,campus,0.9954777319988909
25762,campus,teammate,artag,move-forward,audio,22,19,campus,0.9968604333624805
25763,campus,teammate,artag,move-forward,fused,22,19,campus,0.9968584902510608
25764,campus,teammate,artag,move-forward,clip,22,20,courtyard,0.5001408806899906
25765,campus,teammate,artag,move-forward,fused,22,20,campus,0.9968586692058493
25766,campus,teammate,artag,move-forward,audio,23,20,campus,0.9945113177919027
25767,campus,teammate,artag,move-forward,fused,23,20,campus,0.9945082409136071
25768,campus,teammate,artag,move-forward,clip,23,21,courtyard,0.5001712810413955
25769,campus,teammate,artag,move-forward,fused,23,21,campus,0.9945075767354074
25770,campus,teammate,artag,move-forward,audio,24,21,campus,0.9937650172652379
25771,campus,teammate,artag,move-forward,fused,24,21,campus,0.9937607707255395
25772,campus,teammate,artag,move-forward,clip,24,22,courtyard,0.5002008417044501
25773,campus,teammate,artag,move-forward,fused,24,22,campus,0.9937600375425634
25774,campus,teammate,artag,move-forward,audio,25,22,campus,0.9956786234091435
25775,campus,teammate,artag,move-forward,fused,25,22,campus,0.9956751653838664
25776,campus,teammate,artag,move-forward,clip,25,23,courtyard,0.5002196218416759
25777,campus,teammate,artag,move-forward,fused,25,23,campus,0.995674841892883
25778,campus,teammate,artag,move-forward,audio,26,23,campus,0.9971462432580013
25779,campus,teammate,artag,move-forward,fused,26,23,campus,0.9971437423308467
25780,campus,teammate,artag,move-forward,clip,26,24,courtyard,0.5002324344428729
25781,campus,teammate,artag,move-forward,fused,26,24,campus,0.9971435963608474
25782,campus,teammate,artag,move-forward,audio,27,24,campus,0.9978326816797392
25783,campus,teammate,artag,move-forward,fused,27,24,campus,0.9978306700781845
25784,campus,teammate,artag,move-forward,clip,27,25,courtyard,0.5002089201544438
25785,campus,teammate,artag,move-forward,fused,27,25,campus,0.9978308736670567
25786,campus,teammate,artag,move-forward,audio,28,25,campus,0.9985491479767559
25787,campus,teammate,artag,move-forward,fused,28,25,campus,0.9985479367823072
25788,campus,teammate,artag,move-forward,clip,28,26,courtyard,0.5001987825616249
25789,campus,teammate,artag,move-forward,fused,28,26,campus,0.9985479955773311
25790,campus,teammate,artag,move-forward,audio,29,26,campus,0.9990332462205525
25791,campus,teammate,artag,move-forward,fused,29,26,campus,0.999032477963679
25792,campus,teammate,artag,move-forward,clip,29,27,courtyard,0.5002455104168873
25793,campus,teammate,artag,move-forward,fused,29,27,campus,0.9990322972808394
25794,campus,teammate,artag,move-forward,audio,30,27,campus,0.9992047435699849
25795,campus,teammate,artag,move-forward,fused,30,27,campus,0.9992039628333613
25796,campus,teammate,artag,move-forward,clip,30,28,courtyard,0.500271753689915
25797,campus,teammate,artag,move-forward,fused,30,28,campus,0.9992038793329995
25798,campus,teammate,artag,follow-me,clip,0,1,courtyard,0.45139957294478544
25799,campus,teammate,artag,follow-me,fused,0,1,courtyard,0.45139957294478544
25800,campus,teammate,artag,follow-me,audio,1,1,courtyard,0.3733272705262239
25801,campus,teammate,artag,follow-me,fused,1,1,courtyard,0.5157475947238676
25802,campus,teammate,artag,follow-me,audio,2,1,campus,0.5256203164468224
25803,campus,teammate,artag,follow-me,fused,2,1,campus,0.5493248314933438
25804,campus,teammate,artag,follow-me,clip,2,2,courtyard,0.49429903602059405
25805,campus,teammate,artag,follow-me,fused,2,2,campus,0.5527277464507077
25806,campus,teammate,artag,follow-me,audio,3,2,campus,0.6060151916505556
25807,campus,teammate,artag,follow-me,fused,3,2,campus,0.6155235024607212
25808,campus,teammate,artag,follow-me,clip,3,3,courtyard,0.4994482875767566
25809,campus,teammate,artag,follow-me,fused,3,3,campus,0.6156598508195891
25810,campus,teammate,artag,follow-me,audio,4,3,campus,0.7034968309273913
25811,campus,teammate,artag,follow-me,fused,4,3,campus,0.7049662737372693
25812,campus,teammate,artag,follow-me,clip,4,4,courtyard,0.49998375132965595
25813,campus,teammate,artag,follow-me,fused,4,4,campus,0.7049607083565589
25814,campus,teammate,artag,follow-me,audio,5,4,campus,0.7520618879417955
25815,campus,teammate,artag,follow-me,fused,5,4,campus,0.7524898337059481
25816,campus,teammate,artag,follow-me,clip,5,5,courtyard,0.5000739623910545
25817,campus,teammate,artag,follow-me,fused,5,5,campus,0.7524749549519839
25818,campus,teammate,artag,follow-me,audio,6,5,campus,0.8080636918707311
25819,campus,teammate,artag,follow-me,fused,6,5,campus,0.8081373318036802
25820,campus,teammate,artag,follow-me,clip,6,6,courtyard,0.5000979624252171
25821,campus,teammate,artag,follow-me,fused,6,6,campus,0.8081283978597463
25822,campus,teammate,artag,follow-me,audio,7,6,campus,0.8560728776188739
25823,campus,teammate,artag,follow-me,fused,7,6,campus,0.8560491421503227
25824,campus,teammate,artag,follow-me,clip,7,7,courtyard,0.5001222940485325
25825,campus,teammate,artag,follow-me,fused,7,7,campus,0.856037769590028
25826,campus,teammate,artag,follow-me,audio,8,7,campus,0.899983703764222
25827,campus,teammate,artag,follow-me,fused,8,7,campus,0.8999424527786457
25828,campus,teammate,artag,follow-me,clip,8,8,courtyard,0.5001432981849453
25829,campus,teammate,artag,follow-me,fused,8,8,campus,0.8999349424048042
25830,campus,teammate,artag,follow-me,audio,9,8,campus,0.928004141994528
25831,campus,teammate,artag,follow-me,fused,9,8,campus,0.9279662920518089
25832,campus,teammate,artag,follow-me,clip,9,9,courtyard,0.5001643749758669
25833,campus,teammate,artag,follow-me,fused,9,9,campus,0.9279606613024632
25834,campus,teammate,artag,follow-me,audio,10,9,campus,0.9513451321332308
25835,campus,teammate,artag,follow-me,fused,10,9,campus,0.9513147320497619
25836,campus,teammate,artag,follow-me,fused,10,10,campus,0.951310896096513
25837,campus,teammate,artag,follow-me,clip,10,10,courtyard,0.5001850822202295
25838,campus,teammate,artag,follow-me,fused,11,10,campus,0.9662558128089757
25839,campus,teammate,artag,follow-me,audio,11,10,campus,0.9662799378489274
25840,campus,teammate,artag,follow-me,clip,11,11,courtyard,0.5002101362937524
25841,campus,teammate,artag,follow-me,fused,11,11,campus,0.9662525450897838
25842,campus,teammate,artag,follow-me,audio,12,11,campus,0.9774568518075708
25843,campus,teammate,artag,follow-me,fused,12,11,campus,0.9774383234987062
